user_id,full_name,state,occupation,pan_clean,pan_valid,aadhaar_clean,aadhaar_valid,date_of_birth_clean,city_clean,monthly_income_clean,signup_timestamp_clean,kyc_status_clean,risk_segment_clean
USR64575,Harsh Walia,Punjab,Farmer,VNSCL2151X,True,893514809091,True,1965-10-29 00:00:00,Jalandhar,,,VERIFIED,MEDIUM
USR26991,Madhav Golla,Maharashtra,Retired,FTTAU7921I,True,,False,,Poona,29954.0,2024-06-18 00:00:00,VERIFIED,LOW
USR85697,Kalpit Chaudry,Telangana,Freelancer,HSUJU4862B,True,049231305993,True,1984-11-28 15:48:00,Hyderabad,68682.0,2024-02-29 19:07:00,VERIFIED,LOW
USR51621,Aadhya Krishnamurthy,Punjab,Farmer,CFSXB0911L,True,744849557362,True,1974-11-14 00:00:00,Ludhiana,29417.0,2024-03-31 21:11:00,VERIFIED,MEDIUM
USR44792,Shivansh Arora,Punjab,Gig Worker,BAZLQ5788K,True,,False,,Ldh,36266.0,2024-07-06 00:00:00,VERIFIED,LOW
USR80604,Caleb Sandal,Punjab,Salaried,NBJCO3485Q,True,956202523801,True,1980-08-21 00:00:00,Amritsar,,2024-03-21 03:28:00,VERIFIED,MEDIUM
USR78669,Neelima Arya,Telangana,Retired,HHWVK3738D,True,,False,1972-03-03 00:00:00,Hyderabad,18037.0,2025-07-26 00:00:00,VERIFIED,LOW
USR36130,Yashica Sidhu,Karnataka,Gig Worker,HLHWI3647F,True,701716811247,True,1975-10-07 00:00:00,Bangalore,,2025-10-31 00:00:00,VERIFIED,HIGH
USR40862,Baghyawati Su1E,Uttar Pradesh,Student,TQJXH6789N,True,101478111000,True,1980-01-22 02:42:57,Lucknow,17007.0,2025-05-18 00:00:00,VERIFIED,UNKNOWN
USR71876,Pranit De,Punjab,Salaried,NGYND4133Q,True,000422147627,True,,Amritsar,40836.0,2026-03-14 00:00:00,PENDING,LOW
USR60125,Vrinda Palla,Rajasthan,Self Employed,HRNPN0304J,True,,False,2005-10-31 00:00:00,Jaipur,44348.0,2024-12-01 10:51:40,VERIFIED,MEDIUM
USR77928,Vansha Daya1,Punjab,Salaried,,False,,False,2001-03-21 08:34:00,Ldh,30260.0,,VERIFIED,MEDIUM
USR33646,Jai Saha,Karnataka,Unemployed,VROPP4432P,True,834040648179,True,2007-12-22 06:19:16,Bangalore,7391.0,2025-09-09 06:11:00,VERIFIED,LOW
USR54406,Waida Sur,Punjab,Gig Worker,BPPYJ7798V,True,003280868644,True,1973-01-08 00:00:00,Jalandhar,10867.0,2026-02-12 00:00:00,VERIFIED,HIGH
USR21889,Charita Anne,Uttar Pradesh,Student,BOFXZ1405S,True,597295443740,True,1983-04-28 00:00:00,Lucknow,41500.0,2024-05-29 00:00:00,VERIFIED,LOW
USR40150,Logan Dhar,Delhi,Farmer,JRCNI5155F,True,741203846787,True,1984-03-01 00:00:00,Delhi,16012.0,2026-03-30 09:05:00,VERIFIED,LOW
USR84874,Unnati Saini,Delhi,Retired,SLJLY1466Y,True,066376146875,True,1994-01-03 20:23:58,Delhi,56078.0,2024-10-06 00:00:00,VERIFIED,LOW
USR42347,Ishita Sibal,Rajasthan,Gig Worker,HYHIU5477Y,True,708903509242,True,1965-07-17 00:00:00,Jaipur,103051.0,2025-06-09 00:00:00,VERIFIED,LOW
USR37672,Ayushpathak,West Bengal,Gig Worker,GARNP4853J,True,229815867481,True,1988-11-20 05:35:00,Kolkata,51418.0,2025-01-07 00:00:00,PENDING,MEDIUM
USR40846,Jacob Venkataraman,Telangana,Gig Worker,KBJEL4439Z,True,212640967215,True,1992-09-05 16:12:37,Hyderabad,39008.0,2024-04-28 00:00:00,VERIFIED,LOW
USR57086,Charvi Parikh,Punjab,Business Owner,GNFQF0501H,True,813873671729,True,1994-10-01 00:00:00,Amritsar,57305.0,2024-05-19 00:00:00,PENDING,UNKNOWN
USR94608,Tripti Bava,Rajasthan,Gig Worker,,False,520986261230,True,1977-08-11 00:00:00,Jaipur,22227.0,2026-03-08 07:08:10,PENDING,LOW
USR42300,Devansh Hayre,Rajasthan,Salaried,SQKJO2885Y,True,632947478288,True,1971-01-29 00:00:00,Jaipur,18402.0,2025-11-08 04:09:41,VERIFIED,HIGH
USR12315,Bhavya Sama,Rajasthan,Farmer,ZCTFZ0097L,True,338877504978,True,1989-11-11 00:00:00,Jaipur,20500.0,2024-10-02 00:00:00,VERIFIED,MEDIUM
USR46061,Amara Kale,Tamil Nadu,Student,BCHKI4876W,True,,False,1977-06-21 00:00:00,Chennai,35535.0,2024-03-08 00:00:00,VERIFIED,LOW
USR70454,Arin Varughese,Tamil Nadu,Business Owner,ETHGW2004K,True,,False,1960-12-01 00:00:00,Chennai,8455.0,2025-11-30 00:00:00,VERIFIED,MEDIUM
USR81571,Chasmum Suri,Maharashtra,Student,JBGXW1298A,True,443800268728,True,1965-07-18 00:00:00,Mumbai,15305.0,2025-03-29 05:33:53,VERIFIED,LOW
USR39203,Zarna Jhaveri,Karnataka,Unemployed,DXMGT5626H,True,636829972479,True,1987-10-16 00:00:00,Bangalore,19039.0,2025-08-19 22:57:05,VERIFIED,HIGH
USR52587,Logan Sandal,Tamil Nadu,Salaried,0XT1R1987D,False,480834884471,True,2003-04-20 22:41:58,Chennai,30760.0,2024-10-07 00:00:00,VERIFIED,LOW
USR57907,Ba1Haar Mem0N,Rajasthan,Freelancer,TJPIU9214P,True,316504461040,True,1982-09-25 13:29:43,Jaipur,21224.0,,PENDING,LOW
USR49709,Varsha Jhaveri,Uttar Pradesh,Unemployed,FYVLV1636W,True,895967013500,True,1961-11-25 17:33:00,Lucknow,25415.0,2025-04-02 12:56:00,VERIFIED,LOW
USR92411,Balveer Mukhopadhyay,Maharashtra,Business Owner,JZHZQ3764P,True,716165609970,True,1968-08-11 00:50:18,Mumbai,45157.0,2026-03-03 00:00:00,VERIFIED,MEDIUM
USR56100,Samaksh Kap00R,West Bengal,Gig Worker,NZQAH9657Y,True,,False,,Kolkata,19222.0,2024-03-02 00:00:00,VERIFIED,LOW
USR30555,Yashvi Ramaswamy,Punjab,Freelancer,,False,974547784847,True,1989-01-05 00:00:00,Amritsar,43140.0,2024-01-02 00:00:00,VERIFIED,LOW
USR24301,Gavin Chad,Punjab,Salaried,OOOXU7846L,True,810928472734,True,1984-06-27 00:00:00,Ludhiana,,2026-01-01 18:42:00,VERIFIED,HIGH
USR87995,Damyanti Deshmukh,Karnataka,Salaried,GIPSE7756A,True,,False,1967-05-12 00:00:00,Bangalore,37969.0,2024-10-26 00:00:00,VERIFIED,LOW
USR10265,Ladli Borde,Maharashtra,Salaried,HTCMC8291O,True,,False,,Pune,20579.0,2025-06-10 00:00:00,VERIFIED,LOW
USR28230,Amol Bhatti,Maharashtra,Business Owner,TJEZR3508C,True,,False,1960-01-30 00:00:00,Pune,25125.0,2024-09-03 01:04:00,VERIFIED,MEDIUM
USR76012,Wyatt Sawhney,Telangana,Business Owner,ISKVY7002K,True,772757680558,True,1995-01-04 00:00:00,Hyderabad,16400.0,,VERIFIED,LOW
USR42964,Omisha Sachdeva,Uttar Pradesh,Retired,IEHSC6090Z,True,925323342625,True,,Lucknow,25563.0,2025-07-21 00:00:00,VERIFIED,HIGH
USR59528,Faras Brar,Maharashtra,Salaried,YDUGY5707R,True,,False,1961-03-20 00:00:00,Pune,,2024-01-22 00:00:00,VERIFIED,LOW
USR82702,Samar Sathe,Punjab,Unemployed,QNFXU0989X,True,273768443661,True,2004-12-03 00:00:00,Jalandar,34654.0,2024-08-02 00:00:00,VERIFIED,LOW
USR60633,Chatreshminhas,Delhi,Business Owner,EWGYV6215,False,,False,1979-06-26 00:00:00,Delhi,33702.0,2025-03-05 00:00:00,VERIFIED,HIGH
USR57712,Girik Khalsa,Maharashtra,Gig Worker,ICKLS6909E,True,485553250270,True,1963-08-10 18:41:59,Mumbai,43900.0,2025-10-25 18:03:00,VERIFIED,MEDIUM
USR92028,Vincent Sama,Uttar Pradesh,Salaried,ROEQO7790A,True,,False,,Lucknow,53875.0,,VERIFIED,HIGH
USR43360,Charan Goel,Tamil Nadu,Retired,UMFAN5998L,True,699861908241,True,1962-09-14 00:00:00,Chennai,19158.0,2026-01-27 00:00:00,VERIFIED,MEDIUM
USR71394,Ekantika Thaker,Maharashtra,Gig Worker,QLNIK8822H,True,773431762245,True,1992-05-29 00:00:00,Mumbai,19613.0,2025-07-26 00:00:00,VERIFIED,HIGH
USR96418,Balhaar Koshy,Punjab,Self Employed,HWDEU5098V,True,458128702357,True,1987-07-02 00:00:00,Jalandar,16295.0,2024-09-20 19:50:50,VERIFIED,MEDIUM
USR28712,Sai Keer,Uttar Pradesh,Business Owner,CAEID3758I,True,751497619029,True,,Lucknow,11039.0,2025-07-15 00:00:00,VERIFIED,LOW
USR26926,Jack Swaminathan,Maharashtra,Retired,VUTYJ6512U,True,118118977933,True,1980-01-05 00:00:00,Mumbai,38399.0,2025-02-14 14:52:33,VERIFIED,HIGH
USR16066,Kavya Raj,Uttar Pradesh,Salaried,XKCXL5298J,True,604582075896,True,1976-12-09 00:00:00,Lucknow,25878.0,2024-08-03 00:00:00,VERIFIED,LOW
USR93796,Upma Sur,Rajasthan,Salaried,JQKKY5742U,True,654167178697,True,1989-11-13 18:57:00,Jaipur,67280.0,2025-11-08 12:38:57,VERIFIED,LOW
USR21742,Lila Chandran,Punjab,Salaried,UCN1R5263Y,False,531215281841,True,2007-05-21 22:15:00,Ludhiana,16700.0,2024-01-17 03:50:37,VERIFIED,LOW
USR58101,Yagnesh Babu,Rajasthan,Salaried,MHSXT6044E,True,375639553147,True,1977-12-11 00:00:00,Jaipur,24595.0,2025-12-17 00:00:00,VERIFIED,LOW
USR72448,Krishna Comar,Punjab,Self Employed,GPAMZ9284T,True,818601209112,True,2000-05-23 00:00:00,Jalandhar,23485.0,2025-08-21 00:00:00,VERIFIED,LOW
USR87468,Eesha Sarraf,Tamil Nadu,Self Employed,SJMUF2160J,True,324110450953,True,1990-09-10 10:55:04,Chennai,16986.0,2025-12-01 20:35:46,VERIFIED,LOW
USR92628,Faqid Krishnan,Maharashtra,Unemployed,CQMUF3854V,True,410347330114,True,1974-02-04 00:00:00,Pune,27270.0,2025-08-26 14:19:58,VERIFIED,LOW
USR93386,Chandani Srivastava,Telangana,Salaried,QKQUL9955E,True,581626123743,True,1974-08-19 00:00:00,Hyderabad,58639.0,2025-08-06 00:00:00,PENDING,MEDIUM
USR65785,Sanaya Khurana,Maharashtra,Farmer,DCXOC5444F,True,839266088071,True,2007-02-22 00:00:00,Mumbai,19048.0,2026-02-14 00:00:00,REJECTED,LOW
USR49655,Anvipalla,Punjab,Freelancer,EEBAW2146M,True,,False,1963-01-13 00:00:00,Amritsar,27090.0,2024-08-02 00:00:00,VERIFIED,LOW
USR71166,Brinda Roy,Rajasthan,Gig Worker,WTKWH0123G,True,197272771238,True,1984-08-30 23:07:04,Jaipur,24861.0,2025-11-04 00:01:00,VERIFIED,LOW
USR67456,Alka Lanka,Punjab,Unemployed,MBVCJ6569O,True,871804486059,True,1986-04-23 14:49:00,Jalandhar,26005.0,2025-11-20 00:00:00,VERIFIED,LOW
USR62132,Nicholas Upadhyay,Punjab,Retired,ERMZJ7715K,True,,False,1974-12-18 06:34:00,Ludhiana,,2025-03-27 00:00:00,VERIFIED,LOW
USR54401,Chatura Dhaliwal,West Bengal,Freelancer,UEQIS8162J,True,765308534629,True,1990-03-25 00:00:00,Kolkata,43060.0,2026-03-02 00:00:00,VERIFIED,UNKNOWN
USR77771,Osha Uppal,Maharashtra,Retired,ROLAJ0530H,True,651278739001,True,1988-02-08 00:00:00,Mumbai,24467.0,2024-11-29 21:08:00,VERIFIED,LOW
USR25477,Saumya Murthy,Maharashtra,Unemployed,ZGFCA2372O,True,864082842794,True,2000-05-28 00:00:00,Mumbai,22500.0,,VERIFIED,LOW
USR16124,Dev Goswami,Punjab,Retired,HZOMP7367N,True,651208245628,True,1978-12-03 00:00:00,Ludhiana,12590.0,2025-10-26 00:00:00,PENDING,LOW
USR38914,Jatin Nori,Tamil Nadu,Retired,SZHLY8632H,True,228820885437,True,1981-06-24 04:52:00,Chennai,25365.0,2025-07-27 12:20:11,VERIFIED,MEDIUM
USR81688,Dev Vala,West Bengal,Freelancer,KFAQW1495U,True,,False,2005-05-25 20:05:00,Kolkata,10570.0,2025-04-22 00:00:00,VERIFIED,LOW
USR29916,Nisha Nori,Maharashtra,Salaried,,False,,False,1961-01-14 00:00:00,Poona,63972.0,2025-09-11 14:08:00,VERIFIED,MEDIUM
USR29049,Yatin Ganesan,Delhi,Student,HLHPX5909N,True,520930251163,True,1985-11-20 00:00:00,Delhi,34119.0,2024-12-23 00:00:00,VERIFIED,LOW
USR82619,Libni Narain,Maharashtra,Freelancer,XBGRE0587J,True,579364097658,True,1996-06-01 00:00:00,Mumbai,31928.0,2025-05-01 06:24:09,VERIFIED,LOW
USR22116,Janaki Magar,Rajasthan,Freelancer,NWHQH5874,False,491084492996,True,1992-04-23 00:00:00,Jaipur,11256.0,2025-03-19 19:54:00,PENDING,LOW
USR58739,Unni Deshpande,Punjab,Gig Worker,IOLQM7281B,True,189964257152,True,2002-10-17 00:00:00,Ludhiana,29082.0,2025-06-19 00:25:51,VERIFIED,MEDIUM
USR38197,Mitali Ray,Maharashtra,Student,JSUOC0166I,True,446425316553,True,1990-08-01 00:00:00,Pune,19323.0,2025-03-05 00:00:00,VERIFIED,LOW
USR77284,Edhitha Brar,Punjab,Gig Worker,,False,955534434369,True,1962-04-27 04:04:00,Ldh,37699.0,2025-06-17 00:00:00,REJECTED,UNKNOWN
USR95805,Raghav Rege,Maharashtra,Salaried,BUYSV7990R,True,942723392842,True,1962-02-03 19:07:56,Pune,21373.0,2024-08-31 00:00:00,VERIFIED,LOW
USR74533,Amara Nagarajan,Maharashtra,Salaried,NVFLY7046M,True,,False,2003-02-14 00:00:00,Pune,12292.0,2024-09-17 20:30:00,VERIFIED,MEDIUM
USR66800,Rudra Yohannan,West Bengal,Student,XPVRY0496E,True,345762499389,True,1988-09-30 00:00:00,Kolkata,20900.0,2024-02-29 01:15:16,VERIFIED,UNKNOWN
USR89033,Jacob Dua,Tamil Nadu,Retired,PRZHW5344S,True,159797123622,True,1963-01-26 00:00:00,Chennai,30900.0,2025-04-08 00:00:00,PENDING,LOW
USR77995,Nilima Wagle,Punjab,Gig Worker,TSLWD8924K,True,852489220816,True,2006-07-28 19:08:00,Jalandar,17101.0,2026-02-22 01:58:18,VERIFIED,MEDIUM
USR25731,Ekapad Andra,Rajasthan,Self Employed,XFMDY9068F,True,605219135805,True,1963-07-05 00:00:00,Jaipur,36214.0,2025-04-07 00:00:00,VERIFIED,MEDIUM
USR12480,Teerth Kibe,West Bengal,Salaried,,False,916183635156,True,1972-09-26 00:00:00,Kolkata,33404.0,2025-07-18 21:09:07,VERIFIED,LOW
USR73217,Dayamai Shankar,Rajasthan,Business Owner,ZSGXU8541K,True,531530933038,True,2003-08-19 00:00:00,Jaipur,,,VERIFIED,LOW
USR59964,Urvi Lad,Rajasthan,Gig Worker,DUMEM5860C,True,375404153652,True,2006-04-25 00:00:00,Jaipur,9400.0,2025-02-19 00:00:00,VERIFIED,LOW
USR41631,Anja1I Nayak,Karnataka,Salaried,XKFMT2512,False,471538645255,True,1967-12-27 12:41:00,Bangalore,,2024-06-12 14:49:00,VERIFIED,LOW
USR18670,Baghyawati Chaudhary,Maharashtra,Salaried,AVKOV2039,False,476684190902,True,2004-12-03 04:34:49,Mumbai,,2024-12-23 00:00:00,VERIFIED,MEDIUM
USR93011,Indali Goyal,Rajasthan,Retired,VPAEG2060V,True,215825391462,True,1965-10-18 00:00:00,Jaipur,63789.0,2024-11-15 13:39:57,PENDING,LOW
USR40174,Ishanvi Dalal,Punjab,Business Owner,PDETH2134O,True,,False,,Ludhiana,30752.0,2025-04-08 00:00:00,VERIFIED,LOW
USR56478,Sai Tak,Punjab,Retired,ZQHLV8377M,True,596246109526,True,1978-12-22 00:00:00,Ludhiana,41022.0,2024-09-23 00:00:00,VERIFIED,MEDIUM
USR90575,Gaurika Chandra,Telangana,Farmer,EFABR2183J,True,,False,1978-01-25 00:00:00,Hyderabad,28118.0,2024-09-26 02:00:20,VERIFIED,MEDIUM
USR71155,Reva Ghose,Karnataka,Gig Worker,DBSKI7374M,True,876768564063,True,1967-03-14 00:00:00,Bangalore,13276.0,2025-12-14 00:00:00,VERIFIED,LOW
USR39075,Qabil Sachdev,Punjab,Unemployed,WZIFA5233R,True,003765579864,True,2002-08-03 00:00:00,Amritsar,,2025-01-11 00:00:00,VERIFIED,LOW
USR84130,Tamanna Bakshi,West Bengal,Freelancer,,False,,False,1967-09-03 00:00:00,Kolkata,12009.0,2025-08-24 00:01:26,VERIFIED,LOW
USR14117,Kashvi Brahmbhatt,West Bengal,Business Owner,NFDER2159P,True,752111469595,True,1989-09-13 00:00:00,Kolkata,48880.0,,VERIFIED,HIGH
USR32164,Ekantika Savant,Karnataka,Freelancer,BBGPP9083S,True,029590331845,True,,Bangalore,15500.0,2024-02-04 00:00:00,VERIFIED,LOW
USR93258,Abeer Loke,Rajasthan,Freelancer,,False,252827212375,True,1971-11-20 18:50:45,Jaipur,19205.0,2025-10-25 04:41:00,VERIFIED,MEDIUM
USR66480,Vivaan Sandhu,Tamil Nadu,Business Owner,CASDB7042D,True,,False,1987-01-15 00:00:00,Chennai,24213.0,2024-07-13 01:06:12,VERIFIED,LOW
USR71794,Frado Sandhu,Delhi,Student,KKHHO3698V,True,,False,1982-10-10 03:30:12,Delhi,25066.0,2025-05-23 00:00:00,PENDING,MEDIUM
USR34445,Kashish Hans,Punjab,Business Owner,SVJKE6306R,True,582973560562,True,1977-06-06 21:42:00,Jalandhar,8590.0,2025-05-07 01:56:42,VERIFIED,LOW
USR44203,Udyati Sanghvi,Telangana,Retired,MSZGG3839U,True,530999064981,True,2004-08-04 00:00:00,Hyderabad,39743.0,2025-09-29 00:00:00,PENDING,MEDIUM
USR25807,Isaacyohannan,Uttar Pradesh,Retired,LZ1QS6515C,False,711438249123,True,1965-06-28 00:00:00,Lucknow,18267.0,2024-01-21 00:00:00,REJECTED,HIGH
USR53541,Ijaya Dhillon,Rajasthan,Unemployed,FCYRK5149O,True,415670351192,True,1987-04-19 00:00:00,Jaipur,15601.0,2025-09-10 00:00:00,VERIFIED,MEDIUM
USR56373,Oliver Dash,Delhi,Salaried,THXOR2574I,True,246523682098,True,1973-05-29 20:12:00,Delhi,29844.0,2026-01-29 16:59:44,VERIFIED,LOW
USR93346,Bina Kurian,West Bengal,Business Owner,CINRJ8962G,True,989314121907,True,1994-12-24 00:00:00,Kolkata,24871.0,2025-06-16 00:00:00,VERIFIED,HIGH
USR77052,Diya Sankaran,Tamil Nadu,Farmer,JSXBA6544U,True,,False,,Chennai,40294.0,2025-09-12 00:00:00,VERIFIED,LOW
USR41923,Gaurika Kapadia,Tamil Nadu,Unemployed,SOXMT0620B,True,818365529451,True,,Chennai,38476.0,2025-02-20 00:00:00,PENDING,LOW
USR32443,Zayan Verma,Punjab,Self Employed,XPNLA7615O,True,235159166563,True,1985-04-01 00:00:00,Jalandar,26887.0,2025-11-15 00:00:00,VERIFIED,LOW
USR48899,Li1A Sehga1,Maharashtra,Farmer,MAEXX5087F,True,026254535790,True,1979-10-14 00:00:00,Pune,19814.0,2025-07-02 00:00:00,VERIFIED,LOW
USR72381,Ojas Parsa,Uttar Pradesh,Student,YZCSX8653D,True,430695303471,True,2006-01-29 09:23:08,Lucknow,22711.0,2026-01-03 00:00:00,VERIFIED,HIGH
USR18150,Yashodhara Rama,Delhi,Business Owner,KTSUL5836N,True,223194864892,True,1988-12-02 00:00:00,Delhi,50602.0,2025-08-28 21:51:00,VERIFIED,UNKNOWN
USR77210,Gabrie1 Ka1A,Telangana,Retired,TZPHP9487W,True,,False,,Hyderabad,28251.0,,REJECTED,LOW
USR99185,Chatura Parikh,Uttar Pradesh,Student,ORHSB8200T,True,450297172147,True,1960-05-15 00:00:00,Lucknow,15558.0,2025-06-07 10:09:11,VERIFIED,LOW
USR56577,Wriddhish Sachdeva,West Bengal,Retired,TNYKS0200T,True,,False,1989-06-09 00:00:00,Kolkata,11300.0,2025-12-24 23:46:33,PENDING,LOW
USR94759,Pratyush Char,Telangana,Student,XJJIE1910C,True,476856388398,True,1965-10-21 00:00:00,Hyderabad,26038.0,2024-12-02 00:00:00,VERIFIED,LOW
USR58988,Ekaja Mand,Uttar Pradesh,Self Employed,YBEDS7480P,True,038297224266,True,1988-11-04 17:20:43,Lucknow,6886.0,2025-10-23 00:00:00,REJECTED,LOW
USR64429,Tanvi Bhandari,Tamil Nadu,Salaried,CIKLM2919E,True,052234528715,True,1985-12-03 00:00:00,Chennai,59201.0,2025-10-22 00:00:00,VERIFIED,LOW
USR81741,Nakul Dua,Karnataka,Business Owner,IXAOU1748N,True,982609427504,True,1969-05-22 00:00:00,Bangalore,23162.0,2026-01-01 00:00:00,PENDING,LOW
USR83173,Ekaraj Prasad,Maharashtra,Salaried,ERGET2154Z,True,167109624262,True,2007-05-31 00:00:00,Mumbai,18834.0,2024-04-08 00:00:00,REJECTED,MEDIUM
USR84076,Anvi Ramesh,Karnataka,Gig Worker,MNTCZ5722L,True,029496880960,True,1963-12-08 00:00:00,Bangalore,,2024-08-24 00:00:00,VERIFIED,MEDIUM
USR37686,Qasim Dixit,West Bengal,Unemployed,RLHKV0941V,True,518376481156,True,1990-06-19 13:59:00,Kolkata,19101.0,2025-03-21 03:22:00,VERIFIED,LOW
USR35441,Harita Dass,Tamil Nadu,Self Employed,RHDMT9829N,True,554619318309,True,1971-12-25 00:00:00,Chennai,49902.0,2025-01-13 00:00:00,VERIFIED,LOW
USR32099,Zinal Sankaran,Maharashtra,Self Employed,QKYJV7997J,True,,False,1980-12-10 14:57:00,Mumbai,28315.0,2025-06-05 00:00:00,VERIFIED,HIGH
USR33867,Agastya Dhar,West Bengal,Self Employed,XDGPM0301N,True,246471128479,True,1967-11-05 00:00:00,Kolkata,23493.0,2026-01-06 00:00:00,PENDING,HIGH
USR31753,Yochana Bedi,Punjab,Business Owner,WQRJA7473,False,137271469933,True,1975-07-22 00:00:00,Jalandar,35087.0,2024-01-03 00:00:00,VERIFIED,LOW
USR76642,Tamanna Tata,Punjab,Gig Worker,VCCWW1695F,True,,False,2006-05-06 00:00:00,Jalandar,14410.0,2024-05-26 00:00:00,VERIFIED,LOW
USR74194,Manyachowdhury,Maharashtra,Business Owner,IAJHX0989R,True,103236936681,True,1977-06-02 00:00:00,Poona,49800.0,2024-11-12 11:55:16,VERIFIED,LOW
USR57032,Garima Shukla,Punjab,Freelancer,QVGMU0555S,True,,False,1967-08-19 00:00:00,Jalandhar,,2024-07-22 01:16:50,VERIFIED,UNKNOWN
USR62768,Vidhi Mahal,Karnataka,Gig Worker,PYFEZ3629M,True,439204682740,True,1975-08-27 17:51:29,Bangalore,25970.0,2026-01-31 00:00:00,VERIFIED,LOW
USR58540,Abdul Majumdar,Tamil Nadu,Unemployed,AIZUP0522H,True,894496740500,True,1973-04-18 00:00:00,Chennai,36600.0,2025-12-12 00:00:00,VERIFIED,HIGH
USR65515,Falan Sawhney,Tamil Nadu,Gig Worker,,False,697983177390,True,1980-06-16 00:00:00,Chennai,29691.0,2026-03-28 00:00:00,REJECTED,MEDIUM
USR17822,Elijah Hans,Punjab,Unemployed,XZKUE9375F,True,496385964276,True,2004-06-25 00:00:00,Ludhiana,50043.0,2024-08-29 00:00:00,PENDING,MEDIUM
USR69700,Anjali Chandra,Delhi,Self Employed,ZNBSE5368R,True,716209835822,True,2000-11-26 00:00:00,Delhi,26423.0,2025-06-06 05:14:51,VERIFIED,MEDIUM
USR55687,Nakul Sridhar,Punjab,Gig Worker,YVPWV5046,False,,False,1975-04-03 00:00:00,Ldh,30900.0,2025-01-07 00:00:00,PENDING,LOW
USR45280,Anika Khalsa,Maharashtra,Business Owner,BNWNT17750,False,406532850940,True,1989-12-08 00:00:00,Mumbai,27466.0,2024-12-27 00:00:00,VERIFIED,LOW
USR39186,Kevin Dasgupta,Tamil Nadu,Business Owner,VTLLW5423J,True,466459990921,True,1982-11-27 00:00:00,Chennai,44155.0,2024-01-03 00:00:00,VERIFIED,MEDIUM
USR69118,Bhavika Dash,Punjab,Student,CAYEG3980O,True,026507443076,True,1991-02-04 00:00:00,Amritsar,38034.0,2025-02-09 06:18:58,VERIFIED,MEDIUM
USR33475,Jairaj Buch,Tamil Nadu,Salaried,WRVEL0734O,True,111877457484,True,2007-11-13 16:46:21,Chennai,14727.0,2024-12-23 00:00:00,VERIFIED,LOW
USR99217,Girindra Singhal,Telangana,Gig Worker,QGRWH6338D,True,744343928502,True,1965-12-23 08:50:48,Hyderabad,28219.0,2025-11-19 00:00:00,VERIFIED,LOW
USR17733,Nirja Din,Maharashtra,Unemployed,LZKEO9580C,True,261759540936,True,1999-12-28 00:00:00,Pune,23770.0,,VERIFIED,MEDIUM
USR38211,Viraj Rajan,Delhi,Salaried,QKCXL5391Z,True,,False,1960-02-25 23:44:00,Delhi,39310.0,2025-11-08 22:00:09,VERIFIED,LOW
USR70850,Jagrati Anne,West Bengal,Unemployed,WAUSF4295N,True,598173421970,True,2005-06-21 10:48:00,Kolkata,57420.0,2025-05-21 00:00:00,VERIFIED,LOW
USR76375,Alka Andra,Karnataka,Student,,False,963910869485,True,1965-05-23 13:59:00,Bangalore,,2024-01-02 00:00:00,PENDING,MEDIUM
USR79963,Lipika Wali,Telangana,Gig Worker,GVEEB2379Z,True,612046135054,True,1967-10-13 00:00:00,Hyderabad,26079.0,2024-02-17 00:00:00,VERIFIED,UNKNOWN
USR19851,Dominic Wali,Tamil Nadu,Farmer,PKFDN5117M,True,,False,1987-03-21 05:12:38,Chennai,13619.0,2024-11-06 00:00:00,VERIFIED,LOW
USR57800,Lohit Kota,Punjab,Freelancer,DJBXN5422,False,618841588180,True,,Amritsar,18203.0,2025-10-01 00:00:00,VERIFIED,UNKNOWN
USR94283,Hiral Sanghvi,Delhi,Freelancer,CRFHW9458,False,908552205991,True,1988-06-04 00:00:00,Delhi,38264.0,2025-08-26 00:00:00,VERIFIED,LOW
USR75148,Aayush Bora,Delhi,Unemployed,SGZIJ0986X,True,192211323259,True,1974-11-15 00:00:00,Delhi,27850.0,2024-11-29 08:15:00,VERIFIED,MEDIUM
USR32165,Lekha Narang,Maharashtra,Salaried,NAAVA3665O,True,666401682164,True,1985-04-20 00:00:00,Mumbai,24366.0,2025-06-13 16:02:51,VERIFIED,LOW
USR71070,Hritik Srinivas,Maharashtra,Self Employed,KEDVI0274U,True,466420860449,True,1976-08-16 00:00:00,Mumbai,44250.0,2025-12-20 03:12:08,PENDING,LOW
USR87270,Arjun Ghosh,Punjab,Self Employed,1NHKR4239K,False,822260981206,True,2006-07-07 20:28:38,Amritsar,74612.0,2024-11-04 00:00:00,PENDING,LOW
USR94889,Rushil Bala,Punjab,Freelancer,AZQHN9384Y,True,029110280721,True,1970-05-13 09:55:23,Jalandhar,45200.0,2024-12-31 00:00:00,VERIFIED,LOW
USR16443,Bhanumati Garde,Delhi,Business Owner,RJHFM4819C,True,243903305222,True,2000-04-25 22:15:21,Delhi,44774.0,2026-03-23 00:00:00,PENDING,LOW
USR41676,Amruta Seshadri,Punjab,Salaried,DLNEL2730G,True,217141568012,True,1998-03-08 20:16:45,Amritsar,,2024-08-19 00:00:00,VERIFIED,LOW
USR67670,Atharv Ramanathan,Karnataka,Gig Worker,,False,,False,1979-11-22 20:16:00,Bangalore,18710.0,,VERIFIED,MEDIUM
USR21785,Yuvraj Chauhan,Maharashtra,Freelancer,BCECE4100O,True,529295183413,True,1990-11-09 00:00:00,Mumbai,27613.0,2025-06-17 20:27:51,PENDING,LOW
